,B00300S,B00305A,B00202A,B00702A,B00703A,B00802A,B00714A,B00910A
2022-09-24 01:30:00,"3,5","1,88",260,"0,6",0,95,,
2022-09-24 01:40:00,"3,4","2,05",0,0,0,95,,
2022-09-24 01:50:00,"3,4","1,91",0,0,0,95,,
2022-09-24 02:00:00,"3,3","1,7",0,0,0,95,,
2022-09-24 02:10:00,"3,2","1,46",0,0,0,95,,
2022-09-24 02:20:00,"2,9","1,48",0,0,0,95,,
2022-09-24 02:30:00,"2,8","1,28",0,0,0,95,,
2022-09-24 02:40:00,"2,9","1,37",0,0,0,96,,
2022-09-24 02:50:00,"2,7","1,34",0,0,0,95,,
2022-09-24 03:00:00,"2,8","1,33",0,0,0,96,,
2022-09-24 03:10:00,"2,7","1,24",0,0,0,96,,
2022-09-24 03:20:00,"2,6","1,17",0,0,0,95,,
2022-09-24 03:30:00,"2,6","1,24",0,0,0,96,,
2022-09-24 03:40:00,"2,5","1,01",35,"0,8",0,96,,
2022-09-24 03:50:00,"2,4","1,34",0,0,"0,1",96,,
2022-09-24 04:00:00,"2,3","1,59",0,0,0,96,,
2022-09-24 04:10:00,"2,4","1,62",36,"1,1",0,96,,
2022-09-24 04:20:00,"2,5","1,68",0,0,0,96,,
2022-09-24 04:30:00,"2,4","1,88",353,"0,7",0,96,,
2022-09-24 04:40:00,"2,6","2,12",0,0,0,96,,
2022-09-24 04:50:00,"2,7","2,29",0,0,0,96,,
2022-09-24 05:00:00,"2,8","2,31",0,0,0,96,,
2022-09-24 05:10:00,"2,9","2,5",0,0,0,96,,
2022-09-24 05:20:00,3,"2,72",0,0,"0,5",96,,
2022-09-24 05:30:00,"3,3","3,16",0,0,0,96,,
2022-09-24 05:40:00,"3,5","3,58",28,"0,9",0,96,,
2022-09-24 05:50:00,"3,9","3,95",32,"0,6",0,97,,
2022-09-24 06:00:00,"4,7","4,61",0,0,"0,7",97,,
2022-09-24 06:10:00,"5,2","5,17",0,0,"0,7",97,,
2022-09-24 06:20:00,"5,5","5,62",0,0,0,97,,
2022-09-24 06:30:00,6,"6,25",0,0,"0,6",97,,
2022-09-24 06:40:00,"6,3","6,61",0,0,"0,5",97,,
2022-09-24 06:50:00,"6,5","6,9",0,0,"0,6",96,,
2022-09-24 07:00:00,"6,9","7,3",0,0,"0,2",95,,
2022-09-24 07:10:00,"7,3","7,94",0,0,"0,5",94,,
2022-09-24 07:20:00,"7,6","8,5",0,0,"0,5",90,,
2022-09-24 07:30:00,"8,3","8,92",0,0,"0,6",86,,
2022-09-24 07:40:00,"8,7","9,33",0,0,"0,4",83,,
2022-09-24 07:50:00,"8,9","9,75",338,"0,6","0,7",82,,
2022-09-24 08:00:00,"9,2","10,3",43,"0,9","1,3",82,,
2022-09-24 08:10:00,"9,9","10,84",56,"0,5","0,8",78,,
2022-09-24 08:20:00,10,"11,47",0,0,"1,2",77,,
2022-09-24 08:30:00,"10,4","12,03",0,0,"1,6",75,,
2022-09-24 08:40:00,"10,7","12,4",191,"0,6","1,3",74,,
2022-09-24 08:50:00,"11,1","12,89",0,0,"1,5",75,,
2022-09-24 09:00:00,"11,5","13,42",126,"0,6","1,5",73,,
2022-09-24 09:10:00,"11,9","13,91",6,"0,5","1,3",71,,
2022-09-24 09:20:00,"12,1","14,13",4,"0,6",2,71,,
2022-09-24 09:30:00,"12,4","14,39",102,"0,5","1,3",68,,
2022-09-24 09:40:00,"12,7","14,75",90,"0,8","1,9",66,,
2022-09-24 09:50:00,"12,8","15,41",88,"0,9","1,9",64,,
2022-09-24 10:00:00,"13,2","16,2",105,"1,4","1,3",63,,
2022-09-24 10:10:00,"13,3","16,08",51,"1,6","2,1",64,,
2022-09-24 10:20:00,"13,5","16,31",76,"1,6",0,65,,
2022-09-24 10:30:00,"13,5","16,38",106,"1,5","1,9",59,,
2022-09-24 10:40:00,"13,7","16,24",107,"1,3","1,3",59,,
2022-09-24 10:50:00,"13,9","16,08",136,1,"2,5",57,,
2022-09-24 11:00:00,14,"15,9",152,"0,8","2,3",57,,
2022-09-24 11:10:00,"14,3","16,2",98,"1,5","1,9",59,,
2022-09-24 11:20:00,"14,3","16,57",89,"1,6","1,4",59,,
2022-09-24 11:30:00,"14,5","16,45",83,"1,9","1,8",61,,
2022-09-24 11:40:00,"14,5","16,05",45,"1,6",2,61,,
2022-09-24 11:50:00,"14,7","16,68",68,"1,6","1,1",54,,
2022-09-24 12:00:00,15,"16,8",122,"1,6","2,1",51,,
2022-09-24 12:10:00,"15,3","17,36",105,"1,8","2,1",49,,
2022-09-24 12:20:00,"15,5","17,9",102,"1,3","2,2",49,,
2022-09-24 12:30:00,"15,7","17,89",347,"0,8","2,1",49,,
2022-09-24 12:40:00,"15,9","17,99",349,"1,1","1,6",50,,
2022-09-24 12:50:00,"16,1","18,07",359,"1,7","1,6",53,,
2022-09-24 13:00:00,16,"17,35",89,"2,2","1,4",52,,
2022-09-24 13:10:00,"15,6","17,27",29,2,"0,9",52,,
2022-09-24 13:20:00,"15,8","17,56",39,"1,9","1,4",54,,
2022-09-24 13:30:00,"15,8","17,26",74,"2,9","1,7",51,,
2022-09-24 13:40:00,"15,8","17,92",43,"2,7","1,6",49,,
2022-09-24 13:50:00,"15,8","17,87",89,"2,7","2,1",53,,
2022-09-24 14:00:00,"16,1","17,5",73,"2,8","3,4",50,,
2022-09-24 14:10:00,"16,1","16,73",65,"1,7","1,9",50,,
2022-09-24 14:20:00,16,"16,93",38,"1,5",2,52,,
2022-09-24 14:30:00,16,"16,61",67,"1,9","2,1",53,,
2022-09-24 14:40:00,"15,9","16,96",81,"1,8","2,4",49,,
2022-09-24 14:50:00,"15,5","16,37",77,"2,1","2,7",54,,
2022-09-24 15:00:00,"15,3","15,56",52,"2,7",2,58,,
2022-09-24 15:10:00,"15,6","14,85",61,"2,4","1,2",56,,
2022-09-24 15:20:00,"15,8","14,95",80,"2,4",2,54,,
2022-09-24 15:30:00,"15,6","15,01",80,"2,9","3,2",53,,
2022-09-24 15:40:00,"15,3","14,92",75,"2,8",3,56,,
2022-09-24 15:50:00,"14,8","14,21",73,"2,8","3,2",58,,
2022-09-24 16:00:00,"14,4","12,97",81,"2,7","2,4",59,,
2022-09-24 16:10:00,14,"11,65",83,"2,6","2,1",60,,
2022-09-24 16:20:00,"13,6","10,76",76,2,"0,6",62,,
2022-09-24 16:30:00,"13,3","10,02",70,"1,6","0,7",62,,
2022-09-24 16:40:00,"13,1","9,6",47,"1,6","0,3",63,,
2022-09-24 16:50:00,"12,7","9,37",40,"1,9",0,65,,
2022-09-24 17:00:00,"11,8","8,9",31,"1,6",0,74,,
2022-09-24 17:10:00,"11,7","8,34",20,"1,4",0,73,,
2022-09-24 17:20:00,11,"8,07",11,"1,5",0,77,,
2022-09-24 17:30:00,"11,1","8,03",13,"1,6",0,76,,
2022-09-24 17:40:00,"10,6","8,12",16,2,0,76,,
2022-09-24 17:50:00,11,"8,27",23,"1,6",0,75,,
2022-09-24 18:00:00,"10,8","8,51",0,0,0,77,,
2022-09-24 18:10:00,"10,9","8,41",25,1,"0,4",75,,
2022-09-24 18:20:00,"10,8","7,98",5,"1,2",0,76,,
2022-09-24 18:30:00,"9,9","7,47",0,0,0,79,,
2022-09-24 18:40:00,"9,7","7,18",0,0,0,81,,
2022-09-24 18:50:00,"9,4","6,82",299,1,0,82,,
2022-09-24 19:00:00,"9,1","6,73",0,0,"0,3",83,,
2022-09-24 19:10:00,9,"6,45",0,0,0,83,,
2022-09-24 19:20:00,"8,8","6,31",0,0,"0,8",84,,
2022-09-24 19:30:00,"8,9","6,69",0,0,0,85,,
2022-09-24 19:40:00,"8,7","6,59",0,0,"0,2",87,,
2022-09-24 19:50:00,"8,6","6,46",0,0,0,88,,
2022-09-24 20:00:00,"8,5","6,43",0,0,,89,,
2022-09-24 20:10:00,"8,2","6,63",0,0,0,89,,
2022-09-24 20:20:00,"7,9","6,27",0,0,0,90,,
2022-09-24 20:30:00,"7,8","5,85",0,0,0,91,,
2022-09-24 20:40:00,"7,9","5,68",0,0,0,92,,
2022-09-24 20:50:00,"7,7","5,55",23,"1,9",0,91,,
2022-09-24 21:00:00,"7,2","5,45",16,"1,8",0,92,,
2022-09-24 21:10:00,"7,3","5,18",1,"1,4",0,92,,
2022-09-24 21:20:00,"7,2","5,05",0,0,"0,4",92,,
2022-09-24 21:30:00,"6,9","4,94",0,0,0,92,,
2022-09-24 21:40:00,"6,7","4,87",24,"0,8",0,92,,
2022-09-24 21:50:00,"6,9","4,88",31,"1,2",0,93,,
2022-09-24 22:00:00,"6,8","4,75",33,"1,5",0,93,,
2022-09-24 22:10:00,"6,6","4,65",34,"2,1",0,93,,
2022-09-24 22:20:00,"6,8","4,35",33,"1,5",0,94,,
2022-09-24 22:30:00,"6,5","4,3",25,"0,9",0,94,,
2022-09-24 22:40:00,"6,7","4,41",13,"1,2",0,94,,
2022-09-24 22:50:00,"6,9","4,41",0,0,0,95,,
2022-09-24 23:00:00,"6,7","4,64",0,0,0,94,,
2022-09-24 23:10:00,"6,6","4,73",0,0,0,94,,
2022-09-24 23:20:00,"6,7","4,27",0,0,0,94,,
2022-09-24 23:30:00,"6,3","4,25",27,"0,8",0,94,,
2022-09-24 23:40:00,"5,8","4,43",23,2,0,94,,
2022-09-24 23:50:00,"5,7","4,25",20,"1,5",0,94,,
2022-09-25 00:00:00,"5,5","4,08",36,"1,5",0,94,,
2022-09-25 00:10:00,"5,4","4,05",29,"1,4","0,2",94,,
2022-09-25 00:20:00,"5,4","4,13",36,"0,6",0,94,,
2022-09-25 00:30:00,"5,4","3,93",0,0,0,95,,
2022-09-25 00:40:00,"5,4","3,96",19,"0,8","0,2",95,,
2022-09-25 00:50:00,"5,6","4,57",44,"0,7","0,4",95,,
2022-09-25 01:00:00,"5,8","5,21",43,"1,6",0,95,,
2022-09-25 01:10:00,"5,7","5,33",49,"1,7",0,95,,
2022-09-25 01:20:00,"5,8","4,98",43,"1,5",0,96,,
2022-09-25 01:30:00,"5,8","4,67",0,0,0,96,,
2022-09-25 01:40:00,"5,9","4,68",0,0,0,96,,
2022-09-25 01:50:00,"6,1","5,09",0,0,0,96,,
2022-09-25 02:00:00,"6,3","5,71",43,"0,7",0,96,,
2022-09-25 02:10:00,"6,3","6,07",27,"1,1",0,96,,
2022-09-25 02:20:00,"6,4","6,2",49,"0,6",0,96,,
2022-09-25 02:30:00,"6,4","6,12",0,0,0,96,,
2022-09-25 02:40:00,"6,4","6,14",0,0,0,96,,
2022-09-25 02:50:00,"6,4","6,1",0,0,0,96,,
2022-09-25 03:00:00,"6,5","6,19",0,0,0,96,,
2022-09-25 03:10:00,"6,5","6,41",0,0,"0,5",96,,
2022-09-25 03:20:00,"6,6","6,5",0,0,0,96,,
2022-09-25 03:30:00,"6,7","6,55",0,0,0,96,,
2022-09-25 03:40:00,"6,6","6,34",44,"0,5",0,96,,
2022-09-25 03:50:00,"6,6","6,23",59,"1,3",0,96,,
2022-09-25 04:00:00,"6,4","6,22",32,"1,4",0,96,,
2022-09-25 04:10:00,"6,4","6,1",0,0,0,96,,
2022-09-25 04:20:00,"6,3","5,74",0,0,0,95,,
2022-09-25 04:30:00,"6,4","5,52",0,0,0,96,,
2022-09-25 04:40:00,"6,5","5,66",0,0,"0,3",96,,
2022-09-25 04:50:00,"6,5","6,04",0,0,"0,4",96,,
2022-09-25 05:00:00,"6,6","6,39",0,0,0,96,,
2022-09-25 05:10:00,"6,6","6,55",0,0,0,96,,
2022-09-25 05:20:00,"6,8","6,72",0,0,0,96,,
2022-09-25 05:30:00,"7,1","7,04",0,0,"0,5",96,,
2022-09-25 05:40:00,"7,5","7,37",0,0,"0,3",96,,
2022-09-25 05:50:00,"7,7","7,66",57,"0,6","0,5",96,,
2022-09-25 06:00:00,"7,9","8,07",0,0,0,96,,
2022-09-25 06:10:00,"8,2","8,42",25,"0,8",0,96,,
2022-09-25 06:20:00,"8,4","8,81",44,"0,9","0,5",96,,
2022-09-25 06:30:00,"8,8","9,26",49,1,"0,1",95,,
2022-09-25 06:40:00,9,"9,32",69,"0,6",0,95,,
2022-09-25 06:50:00,"9,2","9,57",0,0,0,94,,
2022-09-25 07:00:00,"9,6","9,81",0,0,"0,3",94,,
2022-09-25 07:10:00,"9,9","10,2",0,0,"0,3",92,,
2022-09-25 07:20:00,"10,2","10,37",0,0,"0,5",90,,
2022-09-25 07:30:00,"10,4","10,91",0,0,"0,4",86,,
2022-09-25 07:40:00,"10,8","11,21",0,0,"0,6",83,,
2022-09-25 07:50:00,11,"11,59",0,0,"0,2",82,,
2022-09-25 08:00:00,"11,2","11,99",270,"0,6",0,84,,
2022-09-25 08:10:00,"11,4","12,58",271,"1,1","0,6",84,,
2022-09-25 08:20:00,"11,5","12,82",282,"1,3","1,1",82,,
2022-09-25 08:30:00,"11,6",13,0,0,"1,3",82,,
2022-09-25 08:40:00,"11,7","12,72",0,0,1,81,,
2022-09-25 08:50:00,"11,8","12,81",0,0,"0,6",80,,
2022-09-25 09:00:00,"11,8","12,85",18,"0,8",0,82,,
2022-09-25 09:10:00,"11,7","12,9",20,"1,5",0,85,,
2022-09-25 09:20:00,"11,6","12,88",25,"2,2",0,87,,
2022-09-25 09:30:00,"11,6","12,89",28,"1,8",0,89,,
2022-09-25 09:40:00,"11,5","12,69",11,"1,7","0,5",89,,
2022-09-25 09:50:00,"11,4","12,72",8,"1,8","0,8",89,,
2022-09-25 10:00:00,"11,5","12,72",351,"0,9",1,89,,
2022-09-25 10:10:00,"11,7","12,7",0,0,"0,2",88,,
2022-09-25 10:20:00,"11,9",13,335,"1,2","0,8",84,,
2022-09-25 10:30:00,12,"13,12",351,"1,4","0,5",83,,
2022-09-25 10:40:00,"12,2","13,25",5,"1,3","0,6",82,,
2022-09-25 10:50:00,"12,3","13,32",20,"1,3","0,9",78,,
2022-09-25 11:00:00,"12,6","13,48",29,"1,1","0,8",79,,
2022-09-25 11:10:00,"12,7","13,68",4,"1,5",0,78,,
2022-09-25 11:20:00,"12,9","13,71",9,"1,7","1,3",80,,
2022-09-25 11:30:00,13,"13,72",23,"1,5","0,9",79,,
2022-09-25 11:40:00,"13,2","13,71",33,"1,8","1,5",80,,
2022-09-25 11:50:00,"13,3","13,81",12,"1,6","1,4",79,,
2022-09-25 12:00:00,"13,3","14,22",9,"1,4","1,2",76,,
2022-09-25 12:10:00,"13,4","14,59",25,"1,8","1,2",77,,
2022-09-25 12:20:00,"13,6","14,43",35,2,"1,6",80,,
2022-09-25 12:30:00,"13,6","14,57",42,"2,2","1,5",78,,
2022-09-25 12:40:00,"13,7","14,59",46,"2,3","1,8",76,,
2022-09-25 12:50:00,"13,9","14,73",50,"2,1","2,2",78,,
2022-09-25 13:00:00,14,"14,89",60,"2,1","1,5",77,,
2022-09-25 13:10:00,"13,9","14,72",54,"2,1","1,8",74,,
2022-09-25 13:20:00,"13,9","14,73",71,"2,4","1,5",76,,
2022-09-25 13:30:00,"13,9","14,77",61,2,"1,6",77,,
2022-09-25 13:40:00,"13,8","14,74",32,"1,9",1,78,,
2022-09-25 13:50:00,"13,8","14,38",54,"1,8",,78,,
2022-09-25 14:00:00,"13,7","14,3",51,"1,8","0,5",77,,
2022-09-25 14:10:00,"13,8","14,29",59,"1,4","0,8",77,,
2022-09-25 14:20:00,"13,7","14,13",57,"1,4","0,6",77,,
2022-09-25 14:30:00,"13,6","13,96",49,"1,5","0,6",79,,
2022-09-25 14:40:00,"13,5","13,79",53,"1,1","0,4",79,,
2022-09-25 14:50:00,"13,5","13,72",71,"0,9",0,80,,
2022-09-25 15:00:00,"13,4","13,71",55,"0,9",0,80,,
2022-09-25 15:10:00,"13,4","13,41",0,0,"0,3",81,,
2022-09-25 15:20:00,"13,3","13,3",0,0,"0,4",82,,
2022-09-25 15:30:00,"13,3","13,1",354,"1,1","0,6",81,,
2022-09-25 15:40:00,"13,2","12,89",24,"1,7","0,3",83,,
2022-09-25 15:50:00,"13,1","12,86",41,2,"0,5",82,,
2022-09-25 16:00:00,"13,1","12,74",67,"1,4",0,84,,
2022-09-25 16:10:00,13,"12,64",81,"1,6",0,84,,
2022-09-25 16:20:00,"12,9","12,61",69,"1,3",0,84,,
2022-09-25 16:30:00,"12,7","12,51",61,"1,3",0,85,,
2022-09-25 16:40:00,"12,5","12,18",32,"1,2",0,86,,
2022-09-25 16:50:00,"12,5","11,85",3,"0,6",0,87,,
2022-09-25 17:00:00,"12,4","11,79",0,0,0,87,,
2022-09-25 17:10:00,"12,3","11,41",0,0,0,88,,
2022-09-25 17:20:00,"11,8","11,28",0,0,0,89,,
2022-09-25 17:30:00,"11,8","11,1",0,0,0,90,,
2022-09-25 17:40:00,"11,7","11,14",0,0,0,90,,
2022-09-25 17:50:00,"11,5","10,97",1,"0,9",0,91,,
2022-09-25 18:00:00,"11,4","10,9",11,"1,1","0,7",91,,
2022-09-25 18:10:00,"11,1","10,98",8,"1,5",0,91,,
2022-09-25 18:20:00,11,"10,74",4,"0,8","0,2",92,,
2022-09-25 18:30:00,11,"10,72",45,"0,7",0,92,,
2022-09-25 18:40:00,"11,4","10,71",36,"1,6",0,92,,
2022-09-25 18:50:00,"11,4","10,49",358,"1,2",0,92,,
2022-09-25 19:00:00,"11,3","10,37",7,1,0,92,,
2022-09-25 19:10:00,"11,3","10,48",0,0,0,92,,
2022-09-25 19:20:00,"11,3","10,67",0,0,"0,2",92,,
2022-09-25 19:30:00,"11,2","10,7",0,0,0,93,,
2022-09-25 19:40:00,"11,2","10,54",348,"1,1",0,93,,
2022-09-25 19:50:00,"11,2","10,25",0,0,0,93,,
2022-09-25 20:00:00,11,"9,79",0,0,0,93,,
2022-09-25 20:10:00,11,"10,1",0,0,0,93,,
2022-09-25 20:20:00,"10,9","10,38",0,0,0,93,,
2022-09-25 20:30:00,"10,6","10,23",26,"1,4",0,93,,
2022-09-25 20:40:00,"10,4","9,84",27,"1,9",0,94,,
2022-09-25 20:50:00,"10,3","9,73",20,"1,7",0,94,,
2022-09-25 21:00:00,"10,2","9,66",2,"1,2",0,94,,
2022-09-25 21:10:00,"10,2","9,43",0,0,"0,5",95,,
2022-09-25 21:20:00,"10,1","9,2",0,0,"0,4",95,,
2022-09-25 21:30:00,"9,9","8,58",0,0,0,95,,
2022-09-25 21:40:00,"9,6","8,16",0,0,0,95,,
2022-09-25 21:50:00,"9,6","7,53",0,0,0,95,,
2022-09-25 22:00:00,"9,7","7,37",0,0,"0,3",95,,
2022-09-25 22:10:00,"9,8",8,0,0,0,96,,
2022-09-25 22:20:00,"9,8","8,53",0,0,"0,5",96,,
2022-09-25 22:30:00,"9,8","8,96",333,"1,2",0,96,,
2022-09-25 22:40:00,"9,7","9,06",0,0,0,96,,
2022-09-25 22:50:00,"9,8","9,04",0,0,0,96,,
2022-09-25 23:00:00,"9,8","8,86",0,0,0,96,,
2022-09-25 23:10:00,"9,5","8,14",0,0,0,96,,
2022-09-25 23:20:00,"9,3","7,43",0,0,0,96,,
2022-09-25 23:30:00,"8,9","6,99",0,0,0,95,,
2022-09-25 23:40:00,"8,2","6,64",20,"1,8",0,95,,
2022-09-25 23:50:00,"7,9","6,35",34,"2,1",0,96,,
2022-09-26 00:00:00,"8,1","6,34",42,"1,6",0,96,,
2022-09-26 00:10:00,"8,3","6,69",60,"0,8",0,97,,
2022-09-26 00:20:00,"7,9","7,09",73,"0,9",0,96,,
2022-09-26 00:30:00,8,"7,4",0,0,0,97,,
2022-09-26 00:40:00,"8,2","7,41",0,0,0,97,,
2022-09-26 00:50:00,"7,8","7,31",0,0,0,97,,
2022-09-26 01:00:00,"7,7","6,96",300,"0,7",0,97,,
2022-09-26 01:10:00,"7,6","6,62",0,0,0,97,,
2022-09-26 01:20:00,"7,7","7,24",0,0,0,97,,
2022-09-26 01:30:00,"7,3","7,94",16,"0,9","0,7",97,,
2022-09-26 01:40:00,"7,1","7,85",7,"1,7",0,97,,
2022-09-26 01:50:00,"7,1","7,39",47,"1,3","0,5",97,,
2022-09-26 02:00:00,"7,4","7,13",74,"1,6",0,97,,
2022-09-26 02:10:00,"7,4","7,11",55,2,"0,3",97,,
2022-09-26 02:20:00,"7,4","6,85",62,"1,5",0,97,,
2022-09-26 02:30:00,"7,3","6,65",0,0,"0,3",97,,
2022-09-26 02:40:00,"7,3","6,61",0,0,"0,7",97,,
2022-09-26 02:50:00,"7,3","7,38",0,0,"0,7",97,,
2022-09-26 03:00:00,"7,3","7,87",0,0,"0,1",97,,
2022-09-26 03:10:00,"7,3","8,06",0,0,"0,3",97,,
2022-09-26 03:20:00,"7,2","8,17",51,"1,8",0,97,,
2022-09-26 03:30:00,"7,2","8,2",42,2,0,97,,
2022-09-26 03:40:00,"7,3","8,17",38,"1,5","0,5",97,,
2022-09-26 03:50:00,"7,5","8,09",40,"1,3","0,5",97,,
2022-09-26 04:00:00,"7,7","7,87",56,"1,3","0,7",97,,
2022-09-26 04:10:00,8,"8,19",76,"1,7",0,98,,
2022-09-26 04:20:00,"8,3","8,43",188,"1,5",0,98,,
2022-09-26 04:30:00,"8,4","8,5",282,1,0,98,,
2022-09-26 04:40:00,"8,5","8,67",0,0,0,98,,
2022-09-26 04:50:00,"8,6","8,8",0,0,"0,5",98,,
2022-09-26 05:00:00,"8,6","8,93",0,0,"0,6",98,,
2022-09-26 05:10:00,"8,7","8,93",0,0,0,97,,
2022-09-26 05:20:00,"8,8","8,97",0,0,0,98,,
2022-09-26 05:30:00,9,"9,1",0,0,"0,4",98,,
2022-09-26 05:40:00,"9,2","9,26",0,0,"0,3",98,,
2022-09-26 05:50:00,"9,2","9,47",0,0,"0,1",97,,
2022-09-26 06:00:00,"9,3","9,7",0,0,0,97,,
2022-09-26 06:10:00,"9,4","9,93",0,0,"0,3",97,,
2022-09-26 06:20:00,"9,5","10,21",0,0,"0,5",97,,
2022-09-26 06:30:00,"9,7","10,46",0,0,"0,9",97,,
2022-09-26 06:40:00,10,"10,84",24,1,"0,1",97,,
2022-09-26 06:50:00,"10,2","11,13",37,"1,5",0,97,,
2022-09-26 07:00:00,"10,4","11,27",39,"1,6","0,3",97,,
2022-09-26 07:10:00,"10,6","11,27",17,"1,5","0,3",97,,
2022-09-26 07:20:00,"10,7","11,57",27,"1,7",0,97,,
2022-09-26 07:30:00,"10,8","11,93",17,"1,8",0,96,,
2022-09-26 07:40:00,"10,9","12,13",42,"1,8","0,4",96,,
2022-09-26 07:50:00,11,"12,09",71,"1,7","0,4",96,,
2022-09-26 08:00:00,"11,2","12,3",65,"1,5","0,3",96,,
2022-09-26 08:10:00,"11,3","12,5",0,0,"0,6",95,,
2022-09-26 08:20:00,"11,3","12,65",56,"0,8",0,95,,
2022-09-26 08:30:00,"11,4","12,58",0,0,0,95,,
2022-09-26 08:40:00,"11,4","12,59",0,0,0,94,,
2022-09-26 08:50:00,"11,5","12,4",0,0,0,94,,
2022-09-26 09:00:00,"11,6","12,51",0,0,"0,3",94,,
2022-09-26 09:10:00,"11,8","12,4",0,0,"0,6",94,,
2022-09-26 09:20:00,"11,9","12,46",0,0,"0,7",94,,
2022-09-26 09:30:00,12,"12,59",0,0,"0,9",94,,
2022-09-26 09:40:00,"12,1","12,53",0,0,"0,7",93,,
2022-09-26 09:50:00,"12,2","12,71",138,"1,3","0,4",93,,
2022-09-26 10:00:00,"12,3","12,85",158,1,0,93,,
2022-09-26 10:10:00,"12,5","12,93",154,"0,7",0,93,,
2022-09-26 10:20:00,"12,5","13,23",0,0,0,92,,
2022-09-26 10:30:00,"12,7","13,61",0,0,"0,4",90,,
2022-09-26 10:40:00,"12,9","13,79",0,0,"0,8",89,,
2022-09-26 10:50:00,13,"13,85",192,"0,7","1,3",89,,
2022-09-26 11:00:00,"13,2","14,04",180,"0,9","0,7",88,,
2022-09-26 11:10:00,"13,2","14,39",215,"1,5","1,1",88,,
2022-09-26 11:20:00,"13,3","14,79",193,"1,7",0,88,,
2022-09-26 11:30:00,"13,4","15,33",171,"1,7","1,6",88,,
2022-09-26 11:40:00,"13,8","15,42",178,"1,5","1,8",86,,
2022-09-26 11:50:00,"14,3","16,01",183,"1,2","2,2",84,,
2022-09-26 12:00:00,"14,5","16,21",223,"1,1","1,7",83,,
2022-09-26 12:10:00,"14,6","17,67",267,"1,3","1,9",82,,
2022-09-26 12:20:00,"14,6","18,47",254,"1,3","2,5",82,,
2022-09-26 12:30:00,"14,8","17,79",247,1,"2,3",81,,
2022-09-26 12:40:00,15,"19,23",187,"0,7","2,2",78,,
2022-09-26 12:50:00,"15,1","18,34",198,"1,4","2,3",77,,
2022-09-26 13:00:00,"15,4","17,47",223,1,"1,4",77,,
2022-09-26 13:10:00,"15,5","17,28",206,"1,8","1,8",75,,
2022-09-26 13:20:00,"15,5","17,29",206,"2,1","1,7",75,,
2022-09-26 13:30:00,"15,6","16,96",203,"1,5","2,6",75,,
2022-09-26 13:40:00,"15,5","17,29",210,"1,3","1,8",74,,
2022-09-26 13:50:00,"15,3","17,83",222,1,"1,6",76,,
2022-09-26 14:00:00,"15,2","17,87",0,0,"1,7",76,,
2022-09-26 14:10:00,"15,3","17,17",0,0,"1,4",76,,
2022-09-26 14:20:00,"15,3","16,62",165,"0,7","1,3",76,,
2022-09-26 14:30:00,"15,7","16,07",135,"0,9","1,5",74,,
2022-09-26 14:40:00,"15,6","15,66",117,"0,9","0,9",75,,
2022-09-26 14:50:00,"15,8","15,52",153,1,"0,3",76,,
2022-09-26 15:00:00,"15,7","15,72",164,"1,5","0,6",75,,
2022-09-26 15:10:00,"15,6","15,86",158,"1,1","0,6",75,,
2022-09-26 15:20:00,"15,5","15,8",145,"0,8","0,5",76,,
2022-09-26 15:30:00,"15,4","15,17",0,0,0,77,,
2022-09-26 15:40:00,"15,4","14,43",0,0,0,77,,
2022-09-26 15:50:00,"15,2","13,88",0,0,"0,3",78,,
2022-09-26 16:00:00,"15,1","13,52",0,0,"0,4",79,,
2022-09-26 16:10:00,"14,9","12,8",0,0,"0,1",80,,
2022-09-26 16:20:00,"14,8","12,12",0,0,0,81,,
2022-09-26 16:30:00,"14,2","11,53",0,0,"0,4",83,,
2022-09-26 16:40:00,14,"11,52",0,0,"0,4",86,,
2022-09-26 16:50:00,"13,8","11,53",0,0,0,87,,
2022-09-26 17:00:00,"13,9","11,49",159,"0,7",0,88,,
2022-09-26 17:10:00,14,"11,51",162,"1,8",0,87,,
2022-09-26 17:20:00,"13,9","11,72",181,1,"0,2",87,,
2022-09-26 17:30:00,"13,5","11,71",281,"0,6","1,2",88,,
2022-09-26 17:40:00,"13,4","11,75",241,1,0,89,,
2022-09-26 17:50:00,"13,2","11,38",229,"1,5","0,8",90,,
2022-09-26 18:00:00,"12,9","10,93",234,"1,2",0,91,,
2022-09-26 18:10:00,"12,7","10,93",214,"1,3",0,92,,
2022-09-26 18:20:00,"12,7","10,87",0,0,0,92,,
2022-09-26 18:30:00,"12,2","10,72",0,0,0,91,,
2022-09-26 18:40:00,"11,8","10,07",0,0,0,92,,
2022-09-26 18:50:00,"11,7","9,51",0,0,0,93,,
2022-09-26 19:00:00,"11,3","9,15",0,0,0,94,,
2022-09-26 19:10:00,"10,8","8,66",262,"0,6",0,93,,
2022-09-26 19:20:00,"10,7","8,47",0,0,"0,5",94,,
2022-09-26 19:30:00,"10,7","8,46",0,0,"1,1",94,,
2022-09-26 19:40:00,"9,9","8,36",302,"0,8","0,6",93,,
2022-09-26 19:50:00,"9,4","8,01",274,"0,9",0,94,,
2022-09-26 20:00:00,"9,8","7,68",0,0,"0,8",95,,
2022-09-26 20:10:00,"9,5","7,69",0,0,1,94,,
2022-09-26 20:20:00,"8,8","7,58",0,0,"1,2",94,,
2022-09-26 20:30:00,"9,3","7,42",0,0,"0,1",95,,
