,B00300S,B00305A,B00202A,B00702A,B00703A,B00802A,B00714A,B00910A
2022-04-26 07:50:00,"8,9","10,6",260,"2,8","2,4",81,,
2022-04-26 08:00:00,"9,2","11,13",279,"2,8","2,2",81,,
2022-04-26 08:10:00,"9,3","11,79",279,2,"2,4",78,,
2022-04-26 08:20:00,"9,6","11,82",256,"2,4","4,8",76,,
2022-04-26 08:30:00,"9,7","12,29",257,"2,1","3,1",76,,
2022-04-26 08:40:00,"9,8","13,16",222,"1,7","2,7",75,,
2022-04-26 08:50:00,10,"13,2",245,2,"2,9",72,,
2022-04-26 09:00:00,"10,1","13,33",214,"2,2",0,73,,
2022-04-26 09:10:00,"10,2","13,23",213,"1,9",3,73,,
2022-04-26 09:20:00,"10,3","13,75",222,"1,8",3,73,,
2022-04-26 09:30:00,"10,2","13,51",211,"2,4","3,4",72,,
2022-04-26 09:40:00,"10,2","13,08",204,"2,5","3,2",73,,
2022-04-26 09:50:00,"10,1","12,75",220,"3,3","2,7",72,,
2022-04-26 10:00:00,"10,1","12,83",220,"3,8","2,8",73,,
2022-04-26 10:10:00,"9,9","12,46",221,"3,6","3,4",73,,
2022-04-26 10:20:00,"9,8","11,99",227,"3,9","2,7",75,,
2022-04-26 10:30:00,"9,7","11,7",230,"3,9","2,7",76,,
2022-04-26 10:40:00,"9,7","11,37",237,"3,4",3,75,,
2022-04-26 10:50:00,"9,8","11,33",262,"3,7","2,9",74,,
2022-04-26 11:00:00,10,"11,28",262,"3,2","3,6",75,,
2022-04-26 11:10:00,"10,2","11,34",263,"3,2","2,7",74,,
2022-04-26 11:20:00,"10,3","11,55",276,"2,9","2,9",72,,
2022-04-26 11:30:00,"10,3","12,07",268,"3,3","2,8",70,,
2022-04-26 11:40:00,"10,3","12,32",269,"3,5","3,3",70,,
2022-04-26 11:50:00,"10,3","12,35",279,"3,6","3,1",71,,
2022-04-26 12:00:00,"10,2","12,21",278,"3,2","4,4",72,,
2022-04-26 12:10:00,"10,2","12,2",283,"3,1","3,2",72,,
2022-04-26 12:20:00,"10,1","12,03",284,"3,4","3,7",72,,
2022-04-26 12:30:00,"9,9","12,05",291,"3,5","3,7",73,,
2022-04-26 12:40:00,"9,8","11,91",288,"3,5",4,73,,
2022-04-26 12:50:00,"9,8","11,92",311,"2,8",3,75,,
2022-04-26 13:00:00,"9,7","11,47",316,"2,7","3,4",75,,
2022-04-26 13:10:00,"9,7","11,43",325,"3,1","3,5",75,,
2022-04-26 13:20:00,"9,7","11,6",336,"2,4","2,8",76,,
2022-04-26 13:30:00,"9,9","11,51",331,"2,7","3,4",75,,
2022-04-26 13:40:00,"10,1","11,6",310,"2,8","2,2",73,,
2022-04-26 13:50:00,"10,1","11,55",296,"2,2",2,71,,
2022-04-26 14:00:00,"10,1","11,57",290,"2,6",3,69,,
2022-04-26 14:10:00,"10,1","11,57",317,"2,2","2,9",70,,
2022-04-26 14:20:00,"10,1","11,67",287,"2,5","1,6",71,,
2022-04-26 14:30:00,10,"11,62",307,"2,7","2,9",70,,
2022-04-26 14:40:00,"9,9","11,49",298,"2,2","2,3",69,,
2022-04-26 14:50:00,10,"11,5",309,"1,9","1,7",70,,
2022-04-26 15:00:00,10,"11,39",292,"1,8","1,9",70,,
2022-04-26 15:10:00,"10,1","11,27",311,"2,1","1,9",71,,
2022-04-26 15:20:00,10,"11,31",333,"1,7","1,9",71,,
2022-04-26 15:30:00,10,"11,24",337,"1,9","1,8",72,,
2022-04-26 15:40:00,"10,1","11,02",351,"1,6","2,9",72,,
2022-04-26 15:50:00,"10,2","11,06",351,"1,4","2,4",72,,
2022-04-26 16:00:00,"10,1","10,97",324,"2,4","2,6",69,,
2022-04-26 16:10:00,"10,1","10,79",326,"2,6","0,8",68,,
2022-04-26 16:20:00,10,"10,51",349,"2,3","2,9",70,,
2022-04-26 16:30:00,"9,6","10,32",5,"2,7","2,5",72,,
2022-04-26 16:40:00,"9,5","10,09",1,"2,5","3,3",73,,
2022-04-26 16:50:00,"9,4","9,75",9,"2,6","2,7",73,,
2022-04-26 17:00:00,"9,2","9,45",6,"2,4","2,3",73,,
2022-04-26 17:10:00,"9,1","9,31",10,"2,7","2,5",73,,
2022-04-26 17:20:00,"8,9","9,22",19,"2,4","1,9",75,,
2022-04-26 17:30:00,"8,7","9,03",40,"2,6","2,3",76,,
2022-04-26 17:40:00,"8,7","8,8",62,"2,6",2,77,,
2022-04-26 17:50:00,"8,7","8,4",72,"2,1","0,6",78,,
2022-04-26 18:00:00,"8,7","7,99",84,"1,8","0,6",77,,
2022-04-26 18:10:00,"8,7","7,98",74,"1,9",0,78,,
2022-04-26 18:20:00,"8,4","7,8",63,2,0,77,,
2022-04-26 18:30:00,"8,2","7,75",60,"2,1","0,5",78,,
2022-04-26 18:40:00,"8,1","7,62",66,"1,7",0,79,,
2022-04-26 18:50:00,"8,1","7,53",52,"1,5","0,4",78,,
2022-04-26 19:00:00,"8,2","7,53",29,"1,6",0,79,,
2022-04-26 19:10:00,"8,1","7,46",40,"1,7",0,79,,
2022-04-26 19:20:00,"7,9","7,29",23,"1,5",0,80,,
2022-04-26 19:30:00,"7,5","6,9",350,"1,4",0,83,,
2022-04-26 19:40:00,"7,1","6,4",352,"1,4",0,84,,
2022-04-26 19:50:00,"7,1","6,12",25,"1,1","0,6",84,,
2022-04-26 20:00:00,"6,6","5,63",7,"1,5","0,3",85,,
2022-04-26 20:10:00,"6,3","4,99",74,"0,5",0,85,,
2022-04-26 20:20:00,"6,1","4,55",0,0,0,87,,
2022-04-26 20:30:00,"5,5","4,26",0,0,0,87,,
2022-04-26 20:40:00,"5,6","3,99",276,"0,7",0,89,,
2022-04-26 20:50:00,"5,1","3,66",317,"0,5","0,5",89,,
2022-04-26 21:00:00,"4,9","3,53",329,"0,6","0,4",89,,
2022-04-26 21:10:00,"4,9","3,41",0,0,0,90,,
2022-04-26 21:20:00,"4,8","3,23",0,0,"0,9",90,,
2022-04-26 21:30:00,"4,7","3,38",0,0,0,90,,
2022-04-26 21:40:00,"4,2","3,13",27,"1,1",0,90,,
2022-04-26 21:50:00,4,3,0,0,0,91,,
2022-04-26 22:00:00,"3,9","2,73",0,0,"0,5",91,,
2022-04-26 22:10:00,4,"2,72",345,"0,9",0,92,,
2022-04-26 22:20:00,"3,9","2,63",3,"1,2",0,92,,
2022-04-26 22:30:00,"3,6","2,45",20,"0,5",0,92,,
2022-04-26 22:40:00,"3,6","2,39",61,"1,7",0,93,,
2022-04-26 22:50:00,"3,3","2,27",34,"1,7",0,93,,
2022-04-26 23:00:00,"3,2","2,21",19,"1,9",0,93,,
2022-04-26 23:10:00,"2,7","2,17",38,"1,6",0,93,,
2022-04-26 23:20:00,"3,3","1,98",73,"1,6",0,94,,
2022-04-26 23:30:00,"3,4","1,96",76,"1,4",0,94,,
2022-04-26 23:40:00,"3,3","1,8",0,0,0,94,,
2022-04-26 23:50:00,"3,1","1,78",51,"0,6",0,94,,
2022-04-27 00:00:00,"2,4","1,97",15,"0,8",0,93,,
2022-04-27 00:10:00,"2,8","2,02",0,0,1,94,,
2022-04-27 00:20:00,3,"2,28",346,"0,8","0,7",94,,
2022-04-27 00:30:00,"2,7","2,18",0,0,0,94,,
2022-04-27 00:40:00,"2,5","1,99",53,"1,3",0,94,,
2022-04-27 00:50:00,"2,2","1,87",43,"1,8",0,94,,
2022-04-27 01:00:00,"1,9","1,73",21,"1,6",0,94,,
2022-04-27 01:10:00,"2,1","1,59",35,"1,7","0,2",95,,
2022-04-27 01:20:00,"2,2","1,5",41,"1,7",0,95,,
2022-04-27 01:30:00,"2,2","1,37",53,2,"0,5",95,,
2022-04-27 01:40:00,2,"1,35",57,"1,9","0,8",95,,
2022-04-27 01:50:00,"1,9","1,4",52,"2,2",0,95,,
2022-04-27 02:00:00,"1,9","1,58",48,"2,4",0,95,,
2022-04-27 02:10:00,"2,1","1,51",71,2,0,95,,
2022-04-27 02:20:00,"2,2","1,54",69,"1,8",0,95,,
2022-04-27 02:30:00,"2,3","1,43",71,"1,8",0,95,,
2022-04-27 02:40:00,"2,2","1,41",68,"1,3",0,95,,
2022-04-27 02:50:00,"2,1","1,43",97,1,0,95,,
2022-04-27 03:00:00,"2,1","1,38",174,"0,7",0,95,,
2022-04-27 03:10:00,2,"1,33",259,"1,2",0,95,,
2022-04-27 03:20:00,"2,1","1,3",255,"1,6",0,96,,
2022-04-27 03:30:00,2,"1,23",268,"1,2",0,96,,
2022-04-27 03:40:00,"2,1","1,15",296,"0,8",0,96,,
2022-04-27 03:50:00,2,"1,22",0,0,0,96,,
2022-04-27 04:00:00,"2,2","1,43",0,0,"0,8",96,,
2022-04-27 04:10:00,"2,4","1,57",0,0,"0,6",96,,
2022-04-27 04:20:00,"2,8","1,86",0,0,0,96,,
2022-04-27 04:30:00,"2,9","2,24",0,0,0,96,,
2022-04-27 04:40:00,"3,4","2,67",230,"0,6",0,96,,
2022-04-27 04:50:00,"3,7","2,9",0,0,0,96,,
2022-04-27 05:00:00,"4,2","3,34",0,0,0,96,,
2022-04-27 05:10:00,"4,6","3,87",0,0,0,96,,
2022-04-27 05:20:00,"4,9","4,53",257,"0,9",0,96,,
2022-04-27 05:30:00,5,"5,32",249,"1,2",0,95,,
2022-04-27 05:40:00,5,"6,39",231,"0,8",0,95,,
2022-04-27 05:50:00,"5,3","6,8",0,0,"0,2",95,,
2022-04-27 06:00:00,"5,7","7,3",0,0,"0,2",94,,
2022-04-27 06:10:00,"6,1","7,94",0,0,"0,4",94,,
2022-04-27 06:20:00,"6,6","8,3",39,"0,9","0,5",93,,
2022-04-27 06:30:00,"7,3","8,53",53,2,"0,8",92,,
2022-04-27 06:40:00,"7,8","8,77",60,2,"0,9",89,,
2022-04-27 06:50:00,"8,2","9,09",54,"2,3","1,5",87,,
2022-04-27 07:00:00,"8,5","9,45",49,3,2,84,,
2022-04-27 07:10:00,"8,7","9,65",52,3,,83,,
2022-04-27 07:20:00,9,"9,95",57,"2,9","2,5",82,,
2022-04-27 07:30:00,"9,2","10,36",69,"3,2","2,6",80,,
2022-04-27 07:40:00,"9,4","10,64",71,"3,5",0,79,,
2022-04-27 07:50:00,"9,4","11,08",75,"3,3","2,7",76,,
2022-04-27 08:00:00,"9,5","11,23",79,"3,8","2,4",76,,
2022-04-27 08:10:00,"9,8","11,64",84,"3,3","3,3",74,,
2022-04-27 08:20:00,"10,4","11,73",92,"2,7",3,72,,
2022-04-27 08:30:00,"10,9","11,77",90,"2,4","3,1",71,,
2022-04-27 08:40:00,"11,2","11,61",89,"2,7","3,4",75,,
2022-04-27 08:50:00,11,"13,6",113,3,"2,8",70,,
2022-04-27 09:00:00,"11,4","14,38",119,"2,5","3,8",69,,
2022-04-27 09:10:00,"11,7","15,12",86,3,"2,7",67,,
2022-04-27 09:20:00,"11,8","15,62",75,"2,4","4,1",65,,
2022-04-27 09:30:00,"12,1","15,8",101,"2,7","3,2",66,,
2022-04-27 09:40:00,"12,2","15,63",99,"2,3","4,3",66,,
2022-04-27 09:50:00,"12,6","16,84",82,"2,1","3,8",68,,
2022-04-27 10:00:00,"12,7","17,7",83,"2,7","3,7",62,,
2022-04-27 10:10:00,13,"17,69",47,"2,4","4,4",62,,
2022-04-27 10:20:00,"12,7","16,79",77,"1,6","3,7",64,,
2022-04-27 10:30:00,"12,6","17,23",305,"0,7","3,6",62,,
2022-04-27 10:40:00,"12,2","16,95",307,1,3,64,,
2022-04-27 10:50:00,"11,8","14,81",359,"3,5","2,8",64,,
2022-04-27 11:00:00,"11,7","13,82",357,"3,7","2,8",65,,
2022-04-27 11:10:00,"11,7","12,83",7,"2,9","1,5",66,,
2022-04-27 11:20:00,"11,8","12,81",16,"2,7","1,5",65,,
2022-04-27 11:30:00,"11,9","13,45",40,"3,2","2,1",60,,
2022-04-27 11:40:00,"12,2","13,77",75,"2,5","2,4",62,,
2022-04-27 11:50:00,"11,8","13,72",183,"3,2","2,9",64,,
2022-04-27 12:00:00,"11,9","13,7",167,"2,7","3,9",63,,
2022-04-27 12:10:00,"11,8","13,37",164,3,"2,7",64,,
2022-04-27 12:20:00,"11,8","13,11",157,"2,6","2,5",65,,
2022-04-27 12:30:00,"11,9","13,2",163,"2,4","2,1",64,,
2022-04-27 12:40:00,"11,9","13,07",187,"1,9","1,7",66,,
2022-04-27 12:50:00,"11,7","13,22",192,"2,4","1,8",66,,
2022-04-27 13:00:00,"11,9","13,47",164,"2,1","1,7",65,,
2022-04-27 13:10:00,"11,9","13,83",172,2,"1,5",65,,
2022-04-27 13:20:00,12,"13,92",176,"2,2","1,4",64,,
2022-04-27 13:30:00,12,"14,08",178,"2,2","1,6",66,,
2022-04-27 13:40:00,"12,1","14,14",197,"2,3","3,8",64,,
2022-04-27 13:50:00,"12,3","14,02",204,2,0,67,,
2022-04-27 14:00:00,12,"13,77",227,"2,8","2,9",67,,
2022-04-27 14:10:00,"11,9","13,01",203,"2,5","2,1",65,,
2022-04-27 14:20:00,12,"13,05",204,2,"2,3",65,,
2022-04-27 14:30:00,"12,2","13,39",193,2,"2,1",65,,
2022-04-27 14:40:00,"12,2","13,61",189,"1,8","2,4",67,,
2022-04-27 14:50:00,"12,1","13,98",195,"2,5","3,1",65,,
2022-04-27 15:00:00,"12,6","13,68",210,"2,4","3,6",63,,
2022-04-27 15:10:00,13,"13,54",209,"2,5","3,4",64,,
2022-04-27 15:20:00,"13,1","13,64",193,"2,4","3,6",62,,
2022-04-27 15:30:00,"12,8","13,33",200,"2,4","3,6",62,,
2022-04-27 15:40:00,"12,5","12,89",206,2,"3,8",64,,
2022-04-27 15:50:00,"12,2","12,48",188,"2,5","3,1",65,,
2022-04-27 16:00:00,12,"12,38",179,"2,5","3,5",65,,
2022-04-27 16:10:00,"11,8","12,66",180,"2,7","3,4",67,,
2022-04-27 16:20:00,"11,7","12,31",187,"2,3","3,9",68,,
2022-04-27 16:30:00,"11,6","11,77",191,"2,6","3,5",67,,
2022-04-27 16:40:00,"11,5","11,42",176,"2,4","3,1",67,,
2022-04-27 16:50:00,"11,5","11,09",179,"2,2","2,2",67,,
2022-04-27 17:00:00,"11,3","10,83",190,"2,3","2,5",68,,
2022-04-27 17:10:00,"11,1","10,75",197,"2,1","2,4",69,,
2022-04-27 17:20:00,"11,2","10,61",191,"1,8",2,69,,
2022-04-27 17:30:00,11,"10,43",212,"1,6","1,5",71,,
2022-04-27 17:40:00,"10,6","10,17",229,"1,7","0,7",74,,
2022-04-27 17:50:00,"10,5","9,86",224,"1,4","0,6",75,,
2022-04-27 18:00:00,"10,6","9,66",228,"1,1","1,1",74,,
2022-04-27 18:10:00,"10,6","9,41",236,"0,9","0,2",73,,
2022-04-27 18:20:00,"10,6","9,29",243,1,1,72,,
2022-04-27 18:30:00,"10,5","9,09",243,"1,1",1,74,,
2022-04-27 18:40:00,"10,4","9,08",195,"1,2","1,2",74,,
2022-04-27 18:50:00,"10,3","8,79",168,"1,2","0,7",74,,
2022-04-27 19:00:00,"10,2","8,64",192,"1,4","0,6",75,,
2022-04-27 19:10:00,"9,8","8,64",190,"0,9","0,8",76,,
2022-04-27 19:20:00,"9,6","8,55",0,0,0,78,,
2022-04-27 19:30:00,"9,5","8,4",216,"0,7",0,78,,
2022-04-27 19:40:00,"9,3","8,29",242,"1,2",0,79,,
2022-04-27 19:50:00,"8,9","8,06",249,"1,6","0,2",82,,
2022-04-27 20:00:00,"8,7","7,89",230,"1,4",0,84,,
2022-04-27 20:10:00,"8,7","7,68",253,"1,4",0,84,,
2022-04-27 20:20:00,"8,5","7,65",241,"0,6",1,84,,
2022-04-27 20:30:00,"8,8","7,7",0,0,"1,1",85,,
2022-04-27 20:40:00,9,"7,93",133,"1,2",1,85,,
2022-04-27 20:50:00,"8,8","7,9",0,0,0,85,,
2022-04-27 21:00:00,"8,7","7,75",311,"0,5",0,85,,
2022-04-27 21:10:00,"8,6","7,78",0,0,"0,6",85,,
2022-04-27 21:20:00,"8,5","7,8",0,0,"0,5",85,,
2022-04-27 21:30:00,"8,6","7,84",0,0,"0,7",85,,
2022-04-27 21:40:00,"8,4","7,76",0,0,0,85,,
2022-04-27 21:50:00,"8,3","7,63",0,0,0,86,,
2022-04-27 22:00:00,"8,4","7,45",42,"0,6",0,85,,
2022-04-27 22:10:00,"8,6","7,41",55,"1,3",0,84,,
2022-04-27 22:20:00,"8,8","7,48",65,"1,2",0,83,,
2022-04-27 22:30:00,"9,1","7,41",109,"0,9",0,82,,
2022-04-27 22:40:00,9,"7,22",104,"0,6",0,83,,
2022-04-27 22:50:00,9,"7,17",70,"1,2",0,79,,
2022-04-27 23:00:00,"8,6","7,13",57,"0,9",0,81,,
2022-04-27 23:10:00,"8,4","6,99",38,"1,1",0,81,,
2022-04-27 23:20:00,"8,4","6,76",37,"1,2",0,80,,
2022-04-27 23:30:00,"8,4","6,67",0,0,"0,5",81,,
2022-04-27 23:40:00,"8,3","6,47",0,0,"0,6",84,,
2022-04-27 23:50:00,"8,3","6,34",0,0,0,83,,
2022-04-28 00:00:00,"7,9","6,36",0,0,0,82,,
2022-04-28 00:10:00,"7,5","6,38",0,0,0,86,,
2022-04-28 00:20:00,"7,6","6,42",211,"0,5",0,87,,
2022-04-28 00:30:00,"7,7","6,56",194,1,0,87,,
2022-04-28 00:40:00,"7,5","6,51",181,"0,7","0,3",87,,
2022-04-28 00:50:00,"7,4","6,24",0,0,0,88,,
2022-04-28 01:00:00,"7,4","6,3",209,1,0,89,,
2022-04-28 01:10:00,"7,4","6,4",0,0,0,90,,
2022-04-28 01:20:00,"7,1","6,34",0,0,"0,5",89,,
2022-04-28 01:30:00,"7,2","6,19",0,0,0,90,,
2022-04-28 01:40:00,"6,9","5,98",0,0,"0,3",90,,
2022-04-28 01:50:00,"6,5","5,83",227,"0,6","0,6",89,,
2022-04-28 02:00:00,"6,2","5,59",260,"0,7",0,91,,
2022-04-28 02:10:00,6,"5,39",256,1,0,91,,
2022-04-28 02:20:00,"5,9","4,94",229,"0,7",0,92,,
2022-04-28 02:30:00,6,"4,62",0,0,0,93,,
2022-04-28 02:40:00,"5,8","4,44",0,0,"0,5",92,,
2022-04-28 02:50:00,"5,5","4,24",0,0,"0,7",92,,
2022-04-28 03:00:00,"5,2","3,94",0,0,0,92,,
2022-04-28 03:10:00,"5,2","3,39",236,"0,7",0,93,,
2022-04-28 03:20:00,"4,9","3,16",0,0,0,93,,
2022-04-28 03:30:00,"4,9","3,04",0,0,"0,4",93,,
2022-04-28 03:40:00,"4,3","3,07",230,"0,8","0,3",92,,
2022-04-28 03:50:00,"4,2","3,33",232,"0,9",0,93,,
2022-04-28 04:00:00,"4,5","3,52",233,"0,7",0,93,,
2022-04-28 04:10:00,"4,6","3,68",246,"1,2",0,93,,
2022-04-28 04:20:00,"4,8","3,96",207,1,"1,3",93,,
2022-04-28 04:30:00,5,"4,38",185,"1,1","0,8",93,,
2022-04-28 04:40:00,"5,2","4,65",0,0,"0,9",93,,
2022-04-28 04:50:00,"5,6","4,81",0,0,"0,7",93,,
2022-04-28 05:00:00,"6,2","5,13",0,0,"1,1",93,,
2022-04-28 05:10:00,"6,5","5,34",0,0,0,91,,
2022-04-28 05:20:00,"6,9","5,53",203,"0,8","0,9",88,,
2022-04-28 05:30:00,"7,5","6,67",204,"0,5","0,8",85,,
2022-04-28 05:40:00,"8,1","8,69",199,1,"0,9",82,,
2022-04-28 05:50:00,"8,7","10,01",214,"1,2","0,9",80,,
2022-04-28 06:00:00,"9,1","10,9",193,"1,1","1,3",78,,
2022-04-28 06:10:00,"9,5","11,62",183,"1,2",1,76,,
2022-04-28 06:20:00,"9,9","12,29",187,"1,3","1,4",74,,
2022-04-28 06:30:00,"10,5",13,196,"1,3","0,7",72,,
2022-04-28 06:40:00,"11,2","13,51",166,"0,8","0,9",71,,
2022-04-28 06:50:00,"11,6","14,33",175,1,"1,4",69,,
2022-04-28 07:00:00,"12,1","14,65",158,"0,8","0,9",65,,
2022-04-28 07:10:00,"12,6","15,74",140,"0,9","2,2",61,,
2022-04-28 07:20:00,"13,2","16,43",174,"1,4","1,8",56,,
2022-04-28 07:30:00,"13,5","16,57",25,"2,5","1,7",53,,
2022-04-28 07:40:00,"13,9","16,93",356,"2,6","2,8",49,,
2022-04-28 07:50:00,"13,2","17,28",18,3,"3,8",49,,
2022-04-28 08:00:00,"13,8","17,47",36,"3,1","4,3",49,,
2022-04-28 08:10:00,"13,3","17,09",14,"2,7","4,2",47,,
2022-04-28 08:20:00,"13,9","16,6",37,"3,4","4,9",50,,
2022-04-28 08:30:00,"14,2","17,5",27,"3,2","3,4",51,,
2022-04-28 08:40:00,"14,1","17,61",16,"3,4","4,2",47,,
2022-04-28 08:50:00,"14,8","17,91",22,"3,2","5,2",47,,
2022-04-28 09:00:00,"14,2","19,13",24,3,"4,1",49,,
2022-04-28 09:10:00,14,"18,89",31,"4,4","3,9",46,,
2022-04-28 09:20:00,"14,6","17,75",26,"3,2",0,46,,
2022-04-28 09:30:00,"14,3","18,94",25,"3,5","4,6",43,,
2022-04-28 09:40:00,"14,4","18,89",29,"4,1","4,1",42,,
2022-04-28 09:50:00,"14,2","20,57",24,"3,4","4,9",46,,
2022-04-28 10:00:00,"14,3","17,97",26,"2,6","4,6",44,,
2022-04-28 10:10:00,"14,4","16,71",18,"2,9","4,2",41,,
2022-04-28 10:20:00,"15,2","17,32",329,"2,5","4,2",40,,
2022-04-28 10:30:00,"15,5","16,35",340,"3,2","3,6",32,,
2022-04-28 10:40:00,"15,8","15,98",14,"4,1","3,6",34,,
2022-04-28 10:50:00,"15,8","17,55",351,"3,6","5,4",39,,
2022-04-28 11:00:00,"15,5","20,2",2,"2,6","5,7",33,,
2022-04-28 11:10:00,"15,3","20,17",340,"3,3","5,1",34,,
2022-04-28 11:20:00,"15,9","19,99",19,"2,7","4,4",34,,
2022-04-28 11:30:00,"15,6","20,74",10,"4,6","3,4",33,,
2022-04-28 11:40:00,"15,5","21,99",16,3,"2,4",38,,
2022-04-28 11:50:00,"16,4","21,15",20,"2,3","3,9",34,,
2022-04-28 12:00:00,"15,4","18,81",15,"4,6",5,36,,
2022-04-28 12:10:00,"16,2","16,82",15,"3,4","4,6",34,,
2022-04-28 12:20:00,"16,5","16,62",13,"2,7","4,8",34,,
2022-04-28 12:30:00,"15,6","17,89",23,"5,5","4,2",34,,
2022-04-28 12:40:00,"15,1","19,66",27,"4,1","3,5",35,,
2022-04-28 12:50:00,"15,7","20,81",26,"2,5","5,1",34,,
2022-04-28 13:00:00,"16,5","20,2",10,2,"5,4",33,,
2022-04-28 13:10:00,"16,7","18,44",24,"4,4",2,31,,
2022-04-28 13:20:00,"16,9","20,2",25,"4,4","2,8",32,,
2022-04-28 13:30:00,"16,7","20,89",355,"2,9","4,2",32,,
2022-04-28 13:40:00,"15,6","19,09",350,5,6,39,,
2022-04-28 13:50:00,"15,2","16,82",332,"5,3","5,5",40,,
2022-04-28 14:00:00,"15,3","16,37",330,"4,2","4,3",39,,
2022-04-28 14:10:00,"15,3","16,02",324,"4,2","4,6",39,,
2022-04-28 14:20:00,"15,4","15,56",344,"2,6","3,8",40,,
2022-04-28 14:30:00,"15,4","15,25",18,"2,3","3,7",42,,
2022-04-28 14:40:00,"15,1","15,69",331,"4,3","4,1",41,,
2022-04-28 14:50:00,"15,1","14,62",327,"4,9","3,1",39,,
2022-04-28 15:00:00,"15,1","14,22",319,"4,7","3,3",41,,
2022-04-28 15:10:00,15,"14,4",323,"4,4","4,3",42,,
2022-04-28 15:20:00,15,"14,36",321,"3,5","3,2",41,,
2022-04-28 15:30:00,"15,2","14,48",323,"2,9","3,4",40,,
2022-04-28 15:40:00,"15,5","14,88",318,"2,4","2,4",35,,
2022-04-28 15:50:00,"15,7","15,29",299,"1,5","2,4",34,,
2022-04-28 16:00:00,"16,2","15,35",257,1,"2,7",37,,
2022-04-28 16:10:00,"15,3","15,56",307,"3,8","4,7",35,,
2022-04-28 16:20:00,"15,2","15,21",313,"3,7","4,3",38,,
2022-04-28 16:30:00,15,"14,94",317,"3,3","3,5",39,,
2022-04-28 16:40:00,"15,1","14,72",316,"3,5","2,9",40,,
2022-04-28 16:50:00,"14,6","14,36",318,"3,2",3,43,,
2022-04-28 17:00:00,"14,5","13,8",309,"2,8","3,7",41,,
2022-04-28 17:10:00,"14,2","13,17",302,"2,7","3,3",42,,
2022-04-28 17:20:00,"14,1","12,07",306,"2,5","1,8",42,,
2022-04-28 17:30:00,14,"10,99",303,2,0,42,,
2022-04-28 17:40:00,"13,5","10,16",329,"1,8","0,1",46,,
2022-04-28 17:50:00,"13,2","9,45",24,"1,5","0,7",46,,
2022-04-28 18:00:00,"12,6","8,7",339,"1,3","0,9",50,,
2022-04-28 18:10:00,"12,2","8,22",302,"1,2","0,5",53,,
2022-04-28 18:20:00,"11,3","7,97",254,"1,4","0,5",56,,
2022-04-28 18:30:00,11,"7,67",247,"2,3",0,57,,
2022-04-28 18:40:00,"10,8","7,3",270,"1,6","0,5",57,,
2022-04-28 18:50:00,"10,7","7,19",273,"1,4","0,7",58,,
2022-04-28 19:00:00,"10,6","7,29",254,"1,2","0,4",58,,
2022-04-28 19:10:00,"10,1","7,43",254,"0,6",0,61,,
2022-04-28 19:20:00,"10,1","7,48",331,"0,9",0,62,,
2022-04-28 19:30:00,10,"7,76",48,"0,6","0,5",62,,
2022-04-28 19:40:00,"9,9","8,07",0,0,"0,5",60,,
2022-04-28 19:50:00,10,"8,27",294,"0,8","0,6",60,,
2022-04-28 20:00:00,10,"8,08",274,"1,3","0,8",59,,
2022-04-28 20:10:00,"9,7","7,44",312,"0,9","0,5",61,,
2022-04-28 20:20:00,"9,4","6,79",0,0,0,61,,
2022-04-28 20:30:00,"9,2","6,12",321,"0,7",0,62,,
2022-04-28 20:40:00,10,"5,84",294,"2,2",0,60,,
2022-04-28 20:50:00,"10,2","5,52",301,"3,1","0,6",60,,
2022-04-28 21:00:00,"9,7","5,22",315,"2,3","0,6",62,,
2022-04-28 21:10:00,"9,6","4,96",323,"1,9","0,5",63,,
2022-04-28 21:20:00,"10,7","4,89",308,"2,6",0,59,,
2022-04-28 21:30:00,"10,7","4,76",297,"2,5",0,60,,
2022-04-28 21:40:00,"10,5","4,73",291,"2,7",0,59,,
2022-04-28 21:50:00,"10,5","4,72",285,"2,6",0,59,,
2022-04-28 22:00:00,10,"4,54",293,"1,8",0,61,,
2022-04-28 22:10:00,"9,4","4,14",190,"0,8",0,65,,
2022-04-28 22:20:00,"8,8","4,08",166,"1,1",0,67,,
2022-04-28 22:30:00,"9,1","3,9",190,"1,3","0,7",65,,
2022-04-28 22:40:00,"9,2","3,76",199,"1,3","0,9",65,,
2022-04-28 22:50:00,"8,8","3,76",190,"1,3",0,67,,
2022-04-28 23:00:00,"8,8","3,6",203,"1,8",0,66,,
2022-04-28 23:10:00,9,"3,49",195,"2,1",0,66,,
2022-04-28 23:20:00,"8,8","3,18",196,2,0,68,,
2022-04-28 23:30:00,"8,6","3,07",205,"1,5",0,68,,
2022-04-28 23:40:00,"8,2","2,92",207,"2,1","0,1",70,,
2022-04-28 23:50:00,"7,3","2,83",203,"2,3",0,72,,
2022-04-29 00:00:00,"6,5","2,77",202,"1,8",0,74,,
2022-04-29 00:10:00,"6,3","2,73",208,"1,6",0,75,,
2022-04-29 00:20:00,"5,8","2,68",227,"1,8",0,76,,
2022-04-29 00:30:00,"5,1","2,67",226,"2,4",0,77,,
2022-04-29 00:40:00,"5,1","2,31",222,"2,8","0,4",80,,
2022-04-29 00:50:00,"4,6","2,37",225,"2,6",0,80,,
2022-04-29 01:00:00,"4,7","2,23",227,"2,3",0,82,,
2022-04-29 01:10:00,"4,3","2,15",219,"2,1",0,81,,
